0: CAP, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-20,-230,0), 1.3999999761581, (8,8,8,8)
1: CAPS, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-20,-230,0), 1.3999999761581, (10,21,26,19)
2: CAPK, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-20,-230,0), 1.3999999761581, (11,21,22,29)
3: CAPC, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-20,-230,0), 1.3999999761581, (9,14,17,15)
4: FOR, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,150,0,0,512,32,100,50,0,150,0,256,256,256,-90,-245,0), 1.6000000238419, (5,10,15,13)
5: CHE, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (40,80,80,200,160,0,0,512,32,100,50,0,160,0,256,256,256,-20,-130,0), 1.1000000238419, (6,7,7,7)
6: SHA, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-40,-180,0), 1.2000000476837, (10,6,6,6)
7: PORN, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-30,-170,0), 1.1000000238419, (10,9,9,9)
8: PORT, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,128,200,0,0,512,32,100,50,0,200,0,256,256,256,-30,-170,0), 1.1000000238419, (10,11,11,11)
9: PORR, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (6,13,13,12)
10: UND, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-30,-150,0), 1.2000000476837, (9,8,8,8)
11: GUI, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-20,-120,0), 1, (12,10,10,10)
12: TOG, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-20,-180,0), 1.2000000476837, (11,12,12,12)
13: OAS, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-40,-170,0), 1.2000000476837, (11,8,8,8)
14: VIL, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-30,-150,0), 1.1000000238419, (9,8,8,8)
15: DEV, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-20,-150,0), 1, (12,7,7,7)
16: FRI, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (9,8,8,8)
17: FRIT, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (6,5,0,5)
18: BOA, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (15,8,8,8)
19: NAM, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-25,-100,0), 1, (10,15,16,16)
20: AHO, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-20,-100,0), 1.1000000238419, (9,8,8,8)
21: CAPI, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-20,-230,0), 1.3999999761581, (10,20,23,17)
22: GRO, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (75,25,75,150,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (5,9,10,13)
23: RUI, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (7,12,15,16)
24: HIL, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (6,10,15,10)
25: GHO, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (10,11,11,11)
26: BUG, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (55,105,30,180,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (10,15,14,14)
27: COG, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (12,11,11,11)
28: APH, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (9,8,8,8)
29: CAV, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (6,17,14,18)
30: VSI, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (6,16,17,17)
31: LEG, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (4,19,22,24)
32: DRA, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (4,8,9,8)
33: MYS, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (13,8,8,8)
34: HOW, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (9,9,9,9)
35: ICE, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (7,23,20,23)
36: WOO, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (6,13,14,12)
37: SEA, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-10,-180,0), 1.2000000476837, (6,24,27,31)
38: HIS, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (10,24,32,28)
39: ORG, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (9,15,21,15)
40: LAS, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-20,-200,0), 1.3999999761581, (9,9,9,9)
41: MAN, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (7,8,8,8)
42: EXD, (80,580,80,384,384,128,128,-470,-140,0), 12, 3, (45,80,80,200,200,0,0,512,32,100,50,0,200,0,256,256,256,-90,-245,0), 1.6000000238419, (6,22,24,27)
43: TES, (80,580,0,0,0,0,0,0,0,0), 0, 0, (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0), 0, (0,0,0,0)
